                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.3803,                 2.4253,                 1.5293,                0.47195,                0.36147,                0.38536,                0.19439,                 1.5417,                 2.4745,                 1.6702,             0.00047913,             0.00047913,             0.00047913
                     12,                 1.3667,                 2.2723,                 1.4855,                0.69939,                0.30875,                0.38363,                0.16998,                 1.6311,                 2.7261,                  1.719,             0.00047393,             0.00047393,             0.00047393
                     13,                 1.3925,                 2.3133,                 1.5411,                0.65685,                0.30091,                0.36143,                0.17712,                 1.5603,                 2.5065,                 1.6355,             0.00046872,             0.00046872,             0.00046872
                     14,                 1.3498,                 2.2483,                 1.4961,                0.59734,                0.24123,                0.29701,                0.16248,                 1.6468,                  2.604,                 1.6852,             0.00046351,             0.00046351,             0.00046351
                     15,                 1.3063,                  2.142,                 1.4642,                0.75239,                0.26468,                0.38975,                0.21231,                 1.6673,                 2.4224,                  1.707,              0.0004583,              0.0004583,              0.0004583
                     16,                  1.357,                  2.071,                  1.506,                0.79338,                0.36363,                0.45683,                0.26167,                 1.5207,                  2.239,                   1.59,              0.0004531,              0.0004531,              0.0004531
                     17,                 1.2953,                 1.9938,                  1.457,                0.67175,                0.37962,                0.42454,                0.23648,                 1.5521,                 2.1745,                 1.6122,             0.00044789,             0.00044789,             0.00044789
                     18,                 1.2926,                 1.9656,                 1.4415,                0.47482,                 0.4827,                0.42175,                0.21651,                 1.5246,                 2.3649,                 1.6692,             0.00044268,             0.00044268,             0.00044268
                     19,                 1.2424,                 1.9182,                 1.4142,                0.75391,                0.31583,                0.44381,                0.21014,                 1.4963,                 2.2058,                 1.6091,             0.00043747,             0.00043747,             0.00043747
                     20,                  1.259,                 1.9267,                 1.4234,                0.62341,                0.49397,                0.44093,                0.23178,                 1.5213,                 2.1472,                 1.6183,             0.00043227,             0.00043227,             0.00043227
                     21,                 1.2195,                  1.819,                 1.3764,                 0.7332,                0.43996,                 0.4706,                0.24602,                 1.5671,                 2.0083,                 1.6134,             0.00042706,             0.00042706,             0.00042706
                     22,                 1.2231,                 1.8785,                 1.4028,                0.64152,                0.44371,                0.45321,                0.24681,                 1.4856,                 2.1406,                 1.5667,             0.00042185,             0.00042185,             0.00042185
                     23,                 1.1998,                 1.7996,                 1.3822,                0.75046,                0.38239,                0.44687,                0.24763,                  1.537,                 2.1152,                 1.5971,             0.00041664,             0.00041664,             0.00041664
                     24,                 1.1921,                 1.7335,                 1.3676,                0.66894,                0.46396,                0.46707,                0.25272,                 1.5491,                  1.905,                  1.611,             0.00041144,             0.00041144,             0.00041144
                     25,                 1.1607,                 1.6697,                 1.3497,                0.68503,                0.45227,                 0.5012,                0.25938,                 1.5505,                 1.9514,                 1.6223,             0.00040623,             0.00040623,             0.00040623
                     26,                 1.1739,                 1.6958,                 1.3546,                0.53869,                0.44525,                0.45078,                0.23879,                 1.5031,                 1.9158,                 1.6301,             0.00040102,             0.00040102,             0.00040102
                     27,                 1.1282,                 1.5802,                  1.326,                0.64883,                0.46096,                0.47716,                0.26581,                 1.4776,                 2.0333,                 1.5949,             0.00039581,             0.00039581,             0.00039581
                     28,                 1.1222,                 1.5742,                 1.3211,                0.54727,                0.44867,                0.46152,                0.25197,                 1.4919,                 2.0843,                 1.5676,             0.00039061,             0.00039061,             0.00039061
                     29,                 1.1115,                 1.5572,                 1.3141,                0.62102,                0.47663,                0.52562,                0.27055,                 1.5596,                 1.9452,                 1.6208,              0.0003854,              0.0003854,              0.0003854
                     30,                 1.1072,                 1.5093,                 1.2891,                0.68881,                0.46535,                0.49188,                0.25301,                 1.5867,                 1.8954,                 1.6697,             0.00038019,             0.00038019,             0.00038019
                     31,                 1.1041,                 1.4922,                 1.3036,                0.51419,                0.52381,                0.51591,                0.27447,                 1.5645,                 1.8241,                 1.6456,             0.00037499,             0.00037499,             0.00037499
                     32,                 1.0657,                 1.4666,                 1.2647,                0.56532,                0.53597,                0.54615,                0.29489,                  1.504,                 1.8228,                 1.6515,             0.00036978,             0.00036978,             0.00036978
                     33,                 1.0613,                 1.4212,                 1.2717,                0.55398,                0.50714,                 0.5375,                0.28105,                 1.5699,                   1.74,                 1.6486,             0.00036457,             0.00036457,             0.00036457
                     34,                 1.0464,                  1.483,                 1.2775,                 0.4515,                0.53658,                0.53356,                0.26652,                 1.5608,                 1.8265,                  1.642,             0.00035936,             0.00035936,             0.00035936
                     35,                 1.0663,                 1.4255,                 1.2794,                0.64808,                0.50332,                0.55763,                0.29629,                 1.5282,                 1.9528,                  1.611,             0.00035416,             0.00035416,             0.00035416
                     36,                 1.0472,                 1.3978,                 1.2547,                0.59352,                0.51545,                 0.5554,                 0.2832,                 1.5325,                  1.785,                 1.6019,             0.00034895,             0.00034895,             0.00034895
                     37,                 1.0292,                 1.3114,                 1.2434,                0.76403,                0.46779,                0.58235,                0.29415,                 1.5711,                 1.7969,                  1.643,             0.00034374,             0.00034374,             0.00034374
                     38,                 1.0756,                 1.3722,                  1.273,                0.64587,                0.54946,                0.51262,                0.26858,                 1.5469,                 1.7514,                 1.5984,             0.00033853,             0.00033853,             0.00033853
                     39,                 1.0226,                 1.3104,                 1.2295,                0.69124,                0.51298,                0.51818,                0.29887,                 1.5411,                 1.8204,                 1.6201,             0.00033333,             0.00033333,             0.00033333
                     40,                0.99091,                 1.2863,                 1.2152,                0.61169,                0.57916,                0.53652,                0.30587,                  1.571,                 1.7677,                   1.67,             0.00032812,             0.00032812,             0.00032812
                     41,                  1.011,                 1.2975,                 1.2274,                0.57343,                0.54651,                0.55867,                0.32156,                  1.513,                 1.6766,                 1.6074,             0.00032291,             0.00032291,             0.00032291
                     42,                 1.0173,                 1.3139,                 1.2552,                 0.4748,                0.70248,                0.58529,                0.32058,                 1.4744,                 1.6995,                 1.5697,              0.0003177,              0.0003177,              0.0003177
                     43,                 1.0006,                  1.271,                 1.2131,                0.50843,                0.72386,                0.56519,                0.30139,                 1.5243,                 1.7945,                 1.6033,              0.0003125,              0.0003125,              0.0003125
                     44,                0.98532,                 1.2772,                 1.2239,                0.41404,                0.73681,                0.61209,                 0.3305,                  1.643,                 1.8322,                 1.6639,             0.00030729,             0.00030729,             0.00030729
                     45,                0.97944,                  1.265,                 1.2237,                 0.6845,                0.48888,                0.60877,                0.33173,                 1.5658,                 1.7349,                 1.6207,             0.00030208,             0.00030208,             0.00030208
                     46,                0.99246,                 1.2287,                 1.2175,                0.42731,                0.63077,                0.56474,                0.31043,                 1.4939,                 1.6955,                 1.5876,             0.00029687,             0.00029687,             0.00029687
                     47,                 0.9964,                  1.236,                 1.2345,                  0.694,                0.48917,                0.56578,                0.31083,                 1.5218,                 1.7764,                 1.6252,             0.00029167,             0.00029167,             0.00029167
                     48,                0.96935,                 1.1911,                 1.1975,                0.54291,                0.53363,                0.58409,                0.31938,                   1.49,                 1.7578,                 1.6426,             0.00028646,             0.00028646,             0.00028646
                     49,                0.94835,                 1.2114,                 1.2039,                0.68199,                0.55834,                0.56193,                0.29341,                 1.4915,                 1.7484,                 1.6493,             0.00028125,             0.00028125,             0.00028125
                     50,                0.98884,                 1.2292,                 1.2255,                0.67052,                0.51728,                0.52014,                0.29466,                 1.4692,                 1.8318,                 1.6311,             0.00027604,             0.00027604,             0.00027604
                     51,                0.92509,                 1.1397,                 1.2003,                0.76472,                0.48787,                0.56073,                0.30721,                 1.4616,                 1.7702,                 1.6461,             0.00027084,             0.00027084,             0.00027084
                     52,                0.92475,                 1.1098,                 1.1879,                0.60363,                0.55615,                0.57646,                0.30556,                 1.5862,                 1.6429,                 1.6911,             0.00026563,             0.00026563,             0.00026563
                     53,                0.92147,                 1.1351,                 1.1651,                0.67994,                0.59729,                0.59939,                0.31041,                 1.5117,                 1.6866,                 1.5947,             0.00026042,             0.00026042,             0.00026042
                     54,                 0.9293,                 1.1177,                 1.1767,                0.70676,                0.52447,                0.57576,                0.30951,                 1.4886,                 1.7366,                 1.5705,             0.00025522,             0.00025522,             0.00025522
                     55,                0.89257,                 1.0871,                 1.1588,                0.73632,                 0.4926,                0.54556,                0.29154,                 1.5408,                 1.7474,                 1.6293,             0.00025001,             0.00025001,             0.00025001
                     56,                0.90286,                 1.0959,                 1.1672,                0.71056,                0.55248,                0.57122,                0.29426,                 1.5204,                 1.7498,                 1.6049,              0.0002448,              0.0002448,              0.0002448
                     57,                0.91305,                 1.1225,                 1.1944,                0.77108,                0.55273,                0.62559,                 0.3069,                 1.4452,                 1.6603,                 1.6034,             0.00023959,             0.00023959,             0.00023959
                     58,                 0.9047,                 1.0708,                 1.1565,                0.74907,                0.56539,                0.56533,                0.29902,                 1.4515,                 1.6759,                  1.594,             0.00023439,             0.00023439,             0.00023439
                     59,                0.87636,                 1.0509,                 1.1586,                0.71264,                0.52949,                 0.5486,                0.28613,                 1.5668,                 1.8632,                 1.7073,             0.00022918,             0.00022918,             0.00022918
                     60,                0.89685,                  1.104,                 1.1679,                0.56357,                 0.5516,                 0.5319,                0.28232,                 1.5405,                 1.7921,                 1.6646,             0.00022397,             0.00022397,             0.00022397
                     61,                0.87488,                 1.0466,                 1.1483,                0.66052,                0.60198,                0.55452,                 0.3105,                 1.5086,                 1.6557,                 1.6422,             0.00021876,             0.00021876,             0.00021876
                     62,                0.89115,                 1.0337,                 1.1585,                 0.6144,                0.52541,                0.51144,                0.27996,                 1.4858,                 1.7382,                 1.5996,             0.00021356,             0.00021356,             0.00021356
                     63,                0.87131,                 1.0378,                 1.1574,                0.52977,                 0.5132,                0.48418,                0.26717,                 1.5339,                 1.6625,                 1.6649,             0.00020835,             0.00020835,             0.00020835
                     64,                0.88046,                 1.0531,                 1.1461,                0.47143,                0.53229,                0.53789,                0.29664,                 1.5388,                 1.6541,                 1.6941,             0.00020314,             0.00020314,             0.00020314
                     65,                0.82055,                0.96484,                 1.1171,                0.58941,                0.52631,                0.55924,                0.29782,                 1.5066,                 1.7112,                  1.713,             0.00019793,             0.00019793,             0.00019793
                     66,                0.85633,                 1.0343,                 1.1354,                 0.5952,                0.62444,                 0.5927,                0.30389,                  1.489,                 1.7209,                 1.6497,             0.00019273,             0.00019273,             0.00019273
                     67,                0.82586,                0.97502,                 1.1261,                0.62747,                0.56041,                0.57249,                0.28775,                 1.5484,                 1.6639,                 1.7119,             0.00018752,             0.00018752,             0.00018752
                     68,                0.84191,                0.96542,                  1.127,                0.48945,                0.61354,                0.58544,                0.28941,                 1.5133,                 1.6884,                  1.652,             0.00018231,             0.00018231,             0.00018231
                     69,                0.83531,                0.98547,                 1.1287,                0.49545,                0.72204,                0.59682,                0.29616,                 1.5131,                 1.7449,                 1.6583,              0.0001771,              0.0001771,              0.0001771
                     70,                  0.857,                 0.9817,                 1.1435,                0.59078,                0.64284,                0.59744,                0.29693,                 1.5075,                 1.6995,                 1.6699,              0.0001719,              0.0001719,              0.0001719
                     71,                0.80695,                0.91474,                 1.1088,                 0.5587,                0.58979,                0.55226,                0.29286,                 1.5301,                 1.7518,                  1.677,             0.00016669,             0.00016669,             0.00016669
                     72,                0.82967,                0.95167,                 1.1319,                0.72587,                0.47893,                0.56134,                0.29378,                 1.4957,                 1.7009,                  1.625,             0.00016148,             0.00016148,             0.00016148
                     73,                0.84978,                0.94772,                 1.1305,                0.55466,                0.58826,                0.58679,                0.30772,                 1.4874,                 1.7319,                 1.6281,             0.00015627,             0.00015627,             0.00015627
                     74,                0.79574,                0.93506,                 1.1069,                0.71349,                0.56331,                0.60169,                0.31251,                 1.5001,                  1.753,                 1.6447,             0.00015107,             0.00015107,             0.00015107
                     75,                 0.7825,                0.90678,                 1.0943,                0.45429,                0.67378,                0.61297,                0.31989,                 1.5125,                 1.7325,                  1.653,             0.00014586,             0.00014586,             0.00014586
                     76,                0.78056,                0.90688,                  1.097,                0.62293,                0.47918,                0.60035,                0.32423,                 1.5146,                 1.7538,                 1.6531,             0.00014065,             0.00014065,             0.00014065
                     77,                0.80771,                0.91214,                 1.1133,                0.57826,                0.56637,                0.60904,                0.32548,                 1.4974,                 1.6968,                 1.6544,             0.00013544,             0.00013544,             0.00013544
                     78,                0.80418,                0.91432,                 1.1227,                0.70865,                0.56606,                0.59124,                0.30621,                 1.4769,                 1.6948,                 1.6509,             0.00013024,             0.00013024,             0.00013024
                     79,                0.76185,                0.89906,                  1.094,                0.73039,                0.49757,                0.57263,                0.31131,                  1.491,                 1.6365,                 1.6615,             0.00012503,             0.00012503,             0.00012503
                     80,                0.78676,                0.89213,                  1.097,                0.70582,                0.50212,                0.55227,                0.30033,                 1.5164,                 1.6979,                 1.6738,             0.00011982,             0.00011982,             0.00011982
                     81,                0.76649,                0.86208,                 1.0781,                0.65881,                0.54439,                 0.5536,                0.29714,                 1.4992,                 1.6969,                 1.6699,             0.00011462,             0.00011462,             0.00011462
                     82,                0.79695,                0.88194,                 1.0841,                0.58023,                0.52837,                0.58246,                0.31432,                  1.495,                 1.7001,                  1.675,             0.00010941,             0.00010941,             0.00010941
                     83,                0.73742,                0.86785,                 1.0762,                0.65735,                0.52965,                0.59157,                0.30066,                 1.4903,                 1.6899,                 1.6703,              0.0001042,              0.0001042,              0.0001042
                     84,                0.77014,                  0.839,                 1.0736,                0.60673,                0.50638,                 0.5697,                0.29381,                 1.5046,                 1.6485,                 1.6984,             9.8993e-05,             9.8993e-05,             9.8993e-05
                     85,                0.74309,                0.85579,                 1.0756,                0.73768,                0.48999,                0.55332,                0.29137,                 1.5359,                 1.6741,                 1.7074,             9.3786e-05,             9.3786e-05,             9.3786e-05
                     86,                0.73487,                0.85078,                 1.0638,                0.73482,                0.49444,                0.55649,                0.28582,                 1.5161,                 1.7437,                 1.6801,             8.8578e-05,             8.8578e-05,             8.8578e-05
                     87,                0.72018,                0.83756,                 1.0503,                0.61366,                 0.5295,                0.57169,                0.29928,                 1.5018,                 1.7434,                 1.6709,             8.3371e-05,             8.3371e-05,             8.3371e-05
                     88,                0.75157,                0.84516,                 1.0851,                0.60237,                0.54947,                0.58917,                0.30594,                  1.494,                 1.6986,                 1.6852,             7.8164e-05,             7.8164e-05,             7.8164e-05
                     89,                0.71467,                0.84365,                 1.0588,                0.41406,                0.68955,                0.58055,                0.30867,                 1.4583,                 1.6376,                 1.6671,             7.2956e-05,             7.2956e-05,             7.2956e-05
                     90,                0.75633,                0.87259,                  1.084,                0.38811,                0.70063,                0.59535,                0.33005,                 1.4461,                 1.6129,                 1.6539,             6.7749e-05,             6.7749e-05,             6.7749e-05
                     91,                0.72581,                0.90219,                 1.0655,                0.59869,                0.54494,                0.58831,                0.30634,                 1.5012,                 1.7169,                 1.7132,             6.2541e-05,             6.2541e-05,             6.2541e-05
                     92,                0.71182,                0.87198,                 1.0522,                 0.5367,                0.60753,                0.57643,                0.29783,                 1.5134,                 1.7601,                 1.7424,             5.7334e-05,             5.7334e-05,             5.7334e-05
                     93,                 0.6607,                0.85409,                 1.0164,                0.58101,                0.64979,                0.60157,                0.31126,                 1.4978,                 1.6557,                 1.7174,             5.2127e-05,             5.2127e-05,             5.2127e-05
                     94,                0.68407,                0.79266,                 1.0437,                0.54601,                0.64524,                0.57379,                0.30323,                 1.5009,                 1.6371,                 1.7213,             4.6919e-05,             4.6919e-05,             4.6919e-05
                     95,                0.62085,                0.76831,                 1.0108,                0.56338,                0.63001,                0.57948,                0.30938,                  1.466,                 1.6416,                 1.7074,             4.1712e-05,             4.1712e-05,             4.1712e-05
