                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                0.77197,                0.76858,                 1.0661,                0.48188,                  0.563,                0.52738,                0.27629,                  1.579,                 1.9821,                 1.7821,              0.0092724,              0.0092724,              0.0092724
                    150,                0.78992,                0.77719,                  1.087,                0.61324,                0.59161,                0.56713,                0.30518,                  1.528,                 1.8702,                 1.7248,              0.0092674,              0.0092674,              0.0092674
                    151,                0.77463,                0.75533,                 1.0634,                  0.562,                0.55842,                0.54986,                0.30921,                  1.576,                 1.8215,                 1.7334,              0.0092625,              0.0092625,              0.0092625
                    152,                 0.7607,                0.73611,                 1.0638,                0.64734,                0.58144,                0.56469,                0.30273,                 1.4986,                 1.7128,                 1.6629,              0.0092575,              0.0092575,              0.0092575
                    153,                0.78477,                0.77361,                 1.0696,                0.53406,                0.58459,                 0.5192,                0.29041,                 1.5896,                 1.7791,                 1.7872,              0.0092526,              0.0092526,              0.0092526
                    154,                0.77027,                0.73306,                 1.0654,                0.63129,                0.59653,                0.57145,                0.31438,                 1.5675,                 1.7406,                 1.7398,              0.0092476,              0.0092476,              0.0092476
                    155,                0.77433,                0.72079,                 1.0596,                 0.5848,                0.49389,                0.49101,                0.25122,                 1.6338,                 1.9207,                 1.7972,              0.0092426,              0.0092426,              0.0092426
                    156,                0.76076,                0.74788,                 1.0592,                0.47662,                 0.5763,                0.47539,                0.24126,                 1.5588,                 1.8792,                 1.7517,              0.0092377,              0.0092377,              0.0092377
                    157,                 0.7895,                0.76747,                 1.0935,                0.45124,                0.59486,                0.46267,                0.26532,                 1.5386,                 1.9261,                  1.691,              0.0092327,              0.0092327,              0.0092327
                    158,                0.78145,                0.74474,                  1.073,                0.41377,                0.59506,                0.45393,                0.25598,                 1.5485,                 1.9607,                 1.7146,              0.0092278,              0.0092278,              0.0092278
                    159,                0.76248,                0.74237,                 1.0585,                0.41953,                0.56135,                0.46963,                0.24419,                 1.5786,                 2.1115,                 1.7026,              0.0092229,              0.0092229,              0.0092229
                    160,                0.78336,                0.72807,                 1.0567,                 0.5219,                0.57455,                0.54859,                 0.2884,                 1.5826,                 1.9775,                 1.7399,              0.0092179,              0.0092179,              0.0092179
                    161,                0.76484,                0.74112,                 1.0574,                 0.6549,                0.50711,                 0.5141,                0.27832,                 1.5492,                 2.1446,                 1.6931,              0.0092129,              0.0092129,              0.0092129
                    162,                0.77275,                0.72003,                 1.0591,                0.62997,                0.51888,                0.52628,                0.28374,                 1.5776,                 1.9782,                  1.773,               0.009208,               0.009208,               0.009208
                    163,                0.78224,                0.74759,                 1.0822,                0.57204,                0.56358,                0.52982,                0.28938,                 1.5681,                 1.9702,                 1.7597,              0.0092031,              0.0092031,              0.0092031
                    164,                0.74018,                0.71122,                 1.0296,                0.62064,                0.51346,                0.52175,                0.27677,                 1.5292,                 2.0563,                  1.726,              0.0091981,              0.0091981,              0.0091981
                    165,                0.74351,                0.72158,                 1.0428,                 0.6117,                0.57891,                0.54561,                0.30296,                 1.5574,                 2.0762,                 1.7598,              0.0091932,              0.0091932,              0.0091932
                    166,                0.74955,                0.71381,                 1.0608,                0.61777,                0.57783,                0.55051,                0.31184,                 1.5863,                 1.9724,                 1.7276,              0.0091882,              0.0091882,              0.0091882
                    167,                0.73201,                0.68922,                 1.0416,                0.59347,                 0.5207,                0.52859,                0.32281,                 1.5123,                 1.8527,                 1.6104,              0.0091833,              0.0091833,              0.0091833
                    168,                0.76091,                 0.7228,                 1.0574,                0.65535,                0.51782,                0.52205,                0.30506,                 1.5239,                 1.9163,                 1.6728,              0.0091783,              0.0091783,              0.0091783
                    169,                0.74565,                0.72987,                 1.0494,                0.72918,                0.57015,                0.50959,                0.28682,                 1.5876,                 1.8835,                 1.7139,              0.0091734,              0.0091734,              0.0091734
                    170,                0.76481,                0.75102,                 1.0662,                0.76915,                0.56834,                 0.6026,                0.32456,                  1.565,                 1.7256,                 1.6969,              0.0091684,              0.0091684,              0.0091684
                    171,                0.71686,                 0.6801,                 1.0306,                 0.6483,                0.59524,                0.58593,                0.31659,                 1.4701,                 1.7033,                 1.6519,              0.0091635,              0.0091635,              0.0091635
                    172,                0.75179,                0.71072,                 1.0507,                0.60592,                0.58247,                0.52978,                0.31437,                 1.5395,                 1.7917,                 1.6376,              0.0091585,              0.0091585,              0.0091585
                    173,                0.75909,                0.71817,                 1.0426,                0.52708,                0.54347,                0.53583,                0.31011,                 1.5132,                 1.8589,                 1.6591,              0.0091535,              0.0091535,              0.0091535
                    174,                0.73192,                0.70256,                 1.0358,                0.63279,                0.61919,                0.60392,                0.35143,                 1.4732,                 1.7722,                 1.6439,              0.0091486,              0.0091486,              0.0091486
                    175,                0.73537,                0.68511,                 1.0356,                0.58506,                0.57665,                0.56071,                0.31952,                 1.4625,                 1.6986,                 1.6393,              0.0091436,              0.0091436,              0.0091436
                    176,                0.73233,                0.67551,                 1.0357,                0.46568,                0.61418,                0.54118,                0.27899,                  1.527,                 2.0247,                 1.7227,              0.0091387,              0.0091387,              0.0091387
                    177,                0.72528,                0.67258,                 1.0428,                0.50142,                0.59903,                0.53429,                0.27072,                 1.5423,                 1.9923,                 1.7219,              0.0091337,              0.0091337,              0.0091337
                    178,                0.72581,                0.71035,                 1.0381,                0.73723,                0.52103,                0.57305,                 0.2966,                  1.528,                 1.8248,                 1.7307,              0.0091288,              0.0091288,              0.0091288
                    179,                0.71778,                0.69171,                 1.0431,                0.64681,                0.60354,                0.58016,                0.29519,                 1.5711,                 1.8954,                 1.7783,              0.0091239,              0.0091239,              0.0091239
                    180,                0.75394,                0.73295,                 1.0665,                0.55251,                0.58559,                0.60849,                0.32072,                 1.5762,                 1.6574,                 1.7692,              0.0091189,              0.0091189,              0.0091189
                    181,                0.75422,                0.71955,                 1.0501,                 0.5343,                0.64221,                0.57816,                0.27406,                 1.5931,                 1.7098,                 1.8051,              0.0091139,              0.0091139,              0.0091139
                    182,                0.71378,                0.63844,                 1.0195,                0.41961,                0.56868,                0.50277,                0.26627,                 1.5189,                 1.7369,                 1.6819,               0.009109,               0.009109,               0.009109
                    183,                0.75672,                0.70904,                 1.0649,                0.47842,                0.60872,                 0.5332,                0.28995,                 1.4807,                 1.7336,                 1.6494,              0.0091041,              0.0091041,              0.0091041
                    184,                0.71993,                0.67017,                 1.0391,                0.48528,                0.58276,                0.53994,                0.29177,                 1.5105,                 1.8289,                 1.6964,              0.0090991,              0.0090991,              0.0090991
                    185,                0.73011,                0.68274,                 1.0461,                0.64953,                0.50407,                0.55548,                0.28503,                 1.5668,                 1.8205,                 1.8236,              0.0090942,              0.0090942,              0.0090942
                    186,                0.73756,                0.65588,                 1.0488,                0.46524,                0.59666,                0.54569,                 0.2972,                  1.614,                 1.8965,                 1.7989,              0.0090892,              0.0090892,              0.0090892
                    187,                0.75208,                0.70393,                 1.0578,                0.47313,                0.66804,                0.55321,                0.28646,                 1.5413,                 1.8891,                 1.7244,              0.0090843,              0.0090843,              0.0090843
                    188,                 0.7178,                0.65632,                 1.0466,                0.50149,                0.61164,                0.49518,                 0.2587,                 1.5464,                 1.7738,                 1.7333,              0.0090793,              0.0090793,              0.0090793
                    189,                0.73024,                0.67758,                 1.0574,                0.62132,                0.53179,                0.54072,                0.30227,                  1.661,                 1.8071,                 1.8786,              0.0090744,              0.0090744,              0.0090744
                    190,                0.72378,                 0.6662,                 1.0474,                0.44385,                0.54197,                0.46572,                0.26735,                 1.6017,                 1.9295,                 1.8109,              0.0090694,              0.0090694,              0.0090694
                    191,                0.71311,                0.65704,                 1.0298,                 0.6073,                0.51544,                0.51554,                  0.277,                 1.5704,                 1.8432,                  1.806,              0.0090644,              0.0090644,              0.0090644
                    192,                0.73236,                0.67957,                 1.0428,                0.50749,                 0.5721,                0.52908,                0.27028,                 1.5924,                 1.7178,                 1.8263,              0.0090595,              0.0090595,              0.0090595
                    193,                0.74087,                0.68396,                 1.0402,                0.51924,                0.58771,                0.51612,                0.25117,                  1.637,                 1.8225,                 1.8393,              0.0090545,              0.0090545,              0.0090545
                    194,                0.74584,                0.70485,                 1.0678,                0.67957,                0.58265,                0.56003,                0.23461,                 1.6724,                 1.8466,                 1.8827,              0.0090496,              0.0090496,              0.0090496
                    195,                0.72185,                0.68491,                 1.0458,                0.54775,                0.54502,                0.52005,                0.25499,                 1.6591,                 1.9453,                  1.838,              0.0090446,              0.0090446,              0.0090446
                    196,                0.72766,                0.67355,                 1.0422,                0.60618,                0.51561,                0.56764,                0.27772,                 1.6061,                  1.978,                 1.8087,              0.0090397,              0.0090397,              0.0090397
                    197,                0.72241,                0.67308,                 1.0557,                0.52457,                0.61858,                 0.5243,                0.25912,                 1.5803,                 1.9535,                 1.7717,              0.0090347,              0.0090347,              0.0090347
                    198,                0.71927,                0.66724,                  1.035,                0.52832,                0.54301,                0.54501,                0.28417,                 1.5328,                 1.9014,                 1.6991,              0.0090298,              0.0090298,              0.0090298
                    199,                0.68166,                0.64534,                 1.0229,                0.66168,                0.57848,                0.55423,                0.28194,                 1.5686,                   1.98,                 1.7297,              0.0090248,              0.0090248,              0.0090248
                    200,                0.69022,                 0.6513,                 1.0191,                0.48434,                0.63802,                 0.5606,                 0.2668,                 1.5703,                 1.8969,                 1.7187,              0.0090199,              0.0090199,              0.0090199
                    201,                0.71281,                0.66629,                 1.0332,                0.46322,                0.63804,                0.56323,                0.29903,                 1.5217,                 1.7866,                 1.6848,              0.0090149,              0.0090149,              0.0090149
                    202,                0.67825,                0.62639,                 1.0207,                0.57157,                0.57285,                0.54847,                0.30309,                 1.5415,                 1.8551,                 1.7106,                0.00901,                0.00901,                0.00901
                    203,                0.70611,                0.66504,                 1.0466,                0.45015,                0.62014,                0.51433,                0.26723,                 1.5477,                 1.9172,                 1.7566,              0.0090051,              0.0090051,              0.0090051
                    204,                0.71765,                0.66817,                 1.0297,                0.62695,                0.48564,                0.50049,                0.27633,                 1.5718,                 1.9711,                 1.7659,              0.0090001,              0.0090001,              0.0090001
                    205,                0.70633,                0.62881,                  1.033,                0.54825,                0.60542,                0.53343,                0.27092,                 1.5733,                  1.926,                 1.7921,              0.0089952,              0.0089952,              0.0089952
                    206,                0.70007,                0.64666,                  1.037,                0.49593,                  0.538,                0.52764,                0.28529,                 1.5803,                  1.904,                  1.771,              0.0089902,              0.0089902,              0.0089902
                    207,                0.68474,                0.63234,                 1.0325,                0.73084,                0.51569,                0.51847,                0.27958,                  1.583,                 1.8852,                 1.7404,              0.0089853,              0.0089853,              0.0089853
                    208,                0.69934,                0.65552,                 1.0432,                0.84653,                0.49954,                0.55391,                0.31974,                 1.5281,                 1.7387,                 1.7511,              0.0089803,              0.0089803,              0.0089803
                    209,                0.70628,                0.64131,                 1.0256,                0.54929,                0.53867,                0.45473,                0.29287,                 1.4779,                 1.8259,                 1.7231,              0.0089753,              0.0089753,              0.0089753
                    210,                0.71136,                0.64549,                 1.0433,                0.61152,                0.53339,                0.49263,                 0.2929,                 1.4914,                 1.9446,                 1.6616,              0.0089704,              0.0089704,              0.0089704
                    211,                0.68987,                0.65254,                 1.0335,                0.52486,                0.57067,                 0.5503,                0.29442,                 1.5594,                 1.9396,                  1.709,              0.0089654,              0.0089654,              0.0089654
                    212,                0.72893,                0.67112,                 1.0411,                0.51561,                0.59881,                0.55447,                0.29847,                 1.5328,                 1.8768,                 1.7181,              0.0089605,              0.0089605,              0.0089605
                    213,                0.71175,                0.65218,                 1.0371,                0.52376,                0.54324,                0.53124,                0.29399,                 1.5663,                 1.8242,                  1.769,              0.0089555,              0.0089555,              0.0089555
                    214,                0.69769,                0.66676,                 1.0263,                0.51164,                0.59652,                0.59536,                0.31513,                 1.5034,                 1.8582,                  1.683,              0.0089506,              0.0089506,              0.0089506
                    215,                0.66609,                0.62263,                 1.0207,                0.53016,                0.64991,                0.57051,                0.29596,                 1.4756,                 1.8506,                 1.6877,              0.0089456,              0.0089456,              0.0089456
                    216,                0.67548,                0.61364,                 1.0081,                0.57108,                0.53115,                0.53468,                0.28973,                 1.4559,                 1.8806,                 1.6677,              0.0089407,              0.0089407,              0.0089407
                    217,                 0.6919,                 0.6286,                 1.0324,                0.71538,                0.56937,                0.55332,                 0.3233,                 1.4771,                 1.7206,                 1.6485,              0.0089358,              0.0089358,              0.0089358
                    218,                0.68348,                0.63492,                 1.0257,                0.64981,                0.59299,                0.59786,                0.34416,                 1.5692,                 1.7581,                 1.7383,              0.0089308,              0.0089308,              0.0089308
                    219,                 0.6681,                0.64206,                 1.0138,                0.71964,                 0.5474,                0.57161,                0.31934,                 1.5009,                 1.7068,                 1.6934,              0.0089258,              0.0089258,              0.0089258
                    220,                0.69365,                0.64757,                  1.025,                0.69178,                0.55034,                0.55111,                0.30715,                 1.6394,                 1.8168,                 1.8921,              0.0089209,              0.0089209,              0.0089209
                    221,                0.66681,                0.61039,                 1.0179,                0.69441,                0.54096,                0.56426,                0.31896,                 1.5986,                 1.9132,                   1.78,              0.0089159,              0.0089159,              0.0089159
                    222,                 0.6815,                0.63042,                 1.0244,                0.67001,                0.52736,                0.53403,                0.31228,                  1.576,                 1.7096,                 1.7661,               0.008911,               0.008911,               0.008911
                    223,                0.69197,                0.66255,                 1.0452,                0.44721,                0.62293,                0.51875,                0.28683,                  1.487,                 1.7654,                 1.6789,              0.0089061,              0.0089061,              0.0089061
                    224,                0.69372,                 0.6066,                 1.0167,                 0.5386,                0.58279,                0.51951,                0.28173,                 1.5707,                 1.7737,                 1.7846,              0.0089011,              0.0089011,              0.0089011
                    225,                0.70013,                0.63822,                 1.0292,                0.70495,                0.49706,                0.53248,                0.28732,                 1.5799,                 1.7738,                 1.8348,              0.0088962,              0.0088962,              0.0088962
                    226,                0.65065,                0.61977,                 1.0148,                0.49268,                0.55892,                0.53892,                0.29062,                 1.5141,                 1.7148,                 1.7555,              0.0088912,              0.0088912,              0.0088912
                    227,                0.64585,                 0.5781,                 1.0063,                0.44959,                0.57677,                0.44777,                 0.2619,                 1.4912,                  1.803,                 1.7357,              0.0088863,              0.0088863,              0.0088863
                    228,                0.67059,                0.61399,                 1.0008,                0.55766,                 0.6087,                0.56263,                 0.2887,                 1.5001,                 1.9128,                 1.7397,              0.0088813,              0.0088813,              0.0088813
                    229,                0.66577,                0.62343,                 1.0003,                0.68676,                0.52076,                0.52922,                0.27318,                 1.5491,                 1.9509,                  1.779,              0.0088763,              0.0088763,              0.0088763
                    230,                0.63969,                0.59602,                 1.0024,                0.64777,                0.54082,                0.50282,                0.26633,                 1.5499,                 1.9351,                 1.7604,              0.0088714,              0.0088714,              0.0088714
                    231,                 0.6559,                0.57938,                 1.0001,                0.66179,                0.57663,                0.53669,                0.29959,                  1.489,                 1.7442,                  1.722,              0.0088664,              0.0088664,              0.0088664
                    232,                 0.6604,                0.61001,                 1.0233,                0.57508,                0.51586,                0.48782,                0.28583,                 1.5509,                 1.8085,                 1.7742,              0.0088615,              0.0088615,              0.0088615
                    233,                0.64586,                0.59228,                 1.0152,                0.62976,                0.50275,                0.53102,                0.28491,                 1.5623,                 1.9687,                 1.7939,              0.0088565,              0.0088565,              0.0088565
                    234,                0.68477,                0.60542,                 1.0269,                  0.603,                0.54459,                0.54488,                0.28933,                 1.6292,                 1.9437,                 1.8453,              0.0088516,              0.0088516,              0.0088516
                    235,                0.66017,                0.57464,                 1.0164,                0.62313,                0.54402,                0.58335,                0.28787,                 1.6367,                  1.987,                 1.8972,              0.0088466,              0.0088466,              0.0088466
                    236,                0.66644,                0.60504,                  1.008,                0.61681,                0.52922,                0.53193,                0.27452,                 1.6294,                 1.8794,                 1.8761,              0.0088417,              0.0088417,              0.0088417
                    237,                0.67169,                0.60113,                 1.0111,                 0.4973,                0.60629,                0.57196,                 0.2919,                 1.5832,                 1.7445,                 1.8166,              0.0088368,              0.0088368,              0.0088368
                    238,                0.67119,                0.58939,                 1.0111,                0.75491,                0.58728,                0.59971,                 0.3157,                 1.5985,                 1.6821,                 1.8064,              0.0088318,              0.0088318,              0.0088318
                    239,                0.65509,                0.58768,                0.99879,                0.75942,                0.51987,                 0.5905,                0.31247,                 1.5272,                 1.7397,                 1.7459,              0.0088268,              0.0088268,              0.0088268
                    240,                 0.6557,                0.60661,                 1.0074,                0.65118,                0.58828,                0.55406,                0.30867,                 1.5252,                 1.8186,                 1.7062,              0.0088219,              0.0088219,              0.0088219
                    241,                0.64373,                0.58566,                0.99235,                0.58882,                0.59722,                0.54803,                 0.3168,                 1.5928,                 1.8185,                 1.8028,               0.008817,               0.008817,               0.008817
                    242,                0.66279,                0.59756,                 1.0196,                 0.5172,                0.58066,                 0.5264,                0.30373,                 1.6302,                 1.8055,                 1.8694,               0.008812,               0.008812,               0.008812
                    243,                0.64775,                0.59632,                 1.0097,                0.50749,                0.55975,                0.55575,                0.31031,                 1.6392,                  1.945,                 1.9083,              0.0088071,              0.0088071,              0.0088071
                    244,                0.65374,                0.59461,                 1.0144,                0.46542,                0.56895,                0.52962,                0.29887,                 1.6056,                 1.8699,                 1.9161,              0.0088021,              0.0088021,              0.0088021
                    245,                0.67355,                0.61113,                 1.0053,                0.53134,                0.58285,                0.52214,                0.27339,                 1.6725,                  1.926,                 1.9359,              0.0087972,              0.0087972,              0.0087972
                    246,                0.65926,                0.60426,                 0.9989,                0.56257,                0.55969,                0.54757,                0.28425,                 1.6353,                 1.9523,                 1.9294,              0.0087922,              0.0087922,              0.0087922
                    247,                0.65671,                0.59068,                 1.0149,                0.63234,                0.50755,                0.51752,                0.26284,                 1.7114,                 1.8835,                 1.9971,              0.0087872,              0.0087872,              0.0087872
                    248,                0.64559,                0.59485,                0.99766,                 0.5516,                0.57591,                0.53526,                0.28111,                 1.5917,                 1.8445,                 1.8647,              0.0087823,              0.0087823,              0.0087823
                    249,                 0.6496,                0.60373,                 1.0039,                0.65929,                0.55899,                0.54239,                0.28533,                 1.5663,                 1.8353,                 1.7835,              0.0087774,              0.0087774,              0.0087774
                    250,                0.66004,                0.59582,                 1.0039,                0.58159,                0.54729,                0.56876,                0.28916,                 1.5705,                  1.914,                 1.7379,              0.0087724,              0.0087724,              0.0087724
                    251,                 0.6257,                0.56238,                 0.9975,                0.63369,                0.57478,                0.52273,                0.29504,                 1.6267,                 1.9465,                 1.8274,              0.0087674,              0.0087674,              0.0087674
                    252,                0.63254,                0.60592,                0.99531,                0.57378,                0.61797,                0.53508,                0.29948,                 1.6209,                 1.9897,                 1.7834,              0.0087625,              0.0087625,              0.0087625
                    253,                 0.6195,                0.56546,                0.98162,                0.69409,                0.56036,                0.55904,                0.31296,                 1.6017,                 1.8014,                 1.8136,              0.0087576,              0.0087576,              0.0087576
                    254,                0.64464,                0.57871,                0.99559,                 0.6434,                0.54086,                0.49731,                0.29299,                 1.6106,                 1.9339,                 1.7867,              0.0087526,              0.0087526,              0.0087526
                    255,                0.65618,                0.59462,                 1.0164,                0.77039,                 0.5416,                0.59139,                 0.2814,                 1.5748,                 1.8841,                 1.7535,              0.0087476,              0.0087476,              0.0087476
                    256,                0.64752,                0.57833,                0.98894,                0.73201,                0.51023,                0.53463,                0.27401,                 1.6038,                 1.7968,                 1.8288,              0.0087427,              0.0087427,              0.0087427
                    257,                0.64617,                0.57937,                 1.0078,                0.63108,                0.57585,                0.56221,                0.29509,                  1.625,                 1.7918,                 1.8224,              0.0087378,              0.0087378,              0.0087378
                    258,                0.63675,                 0.5674,                 1.0027,                0.78373,                0.54054,                 0.5842,                0.29546,                 1.6198,                 1.6679,                 1.8329,              0.0087328,              0.0087328,              0.0087328
                    259,                0.63716,                0.57565,                0.99362,                0.78928,                0.56833,                0.57834,                0.29245,                 1.5764,                 1.6209,                 1.8097,              0.0087278,              0.0087278,              0.0087278
                    260,                0.64039,                0.58221,                  1.016,                0.55293,                0.52706,                 0.5579,                0.27297,                 1.6185,                 1.6898,                 1.8168,              0.0087229,              0.0087229,              0.0087229
                    261,                0.61687,                0.55517,                0.98448,                0.69105,                0.51322,                0.56032,                0.29285,                 1.5252,                 1.7069,                 1.7547,               0.008718,               0.008718,               0.008718
                    262,                0.62853,                0.56606,                0.98723,                0.66642,                0.51894,                0.59776,                0.30752,                 1.5167,                 1.8561,                 1.7058,               0.008713,               0.008713,               0.008713
                    263,                0.63222,                0.56331,                0.99827,                0.51843,                0.58063,                0.58613,                0.29874,                 1.5528,                 1.9983,                 1.7844,              0.0087081,              0.0087081,              0.0087081
                    264,                 0.6173,                0.56479,                0.98083,                0.59565,                 0.5321,                 0.5815,                0.31263,                 1.5428,                 1.9687,                 1.8004,              0.0087031,              0.0087031,              0.0087031
                    265,                0.62773,                0.57384,                 1.0005,                0.56826,                0.51933,                0.50898,                 0.2936,                 1.5293,                 1.9781,                  1.804,              0.0086981,              0.0086981,              0.0086981
                    266,                0.60733,                0.56527,                0.98275,                0.51189,                0.52672,                0.53846,                0.33483,                 1.6078,                 1.8653,                 1.8454,              0.0086932,              0.0086932,              0.0086932
                    267,                0.62422,                0.58268,                 1.0013,                0.47514,                0.55234,                0.53739,                0.33053,                 1.5348,                 1.8158,                 1.7858,              0.0086882,              0.0086882,              0.0086882
                    268,                0.62519,                0.56185,                0.98766,                0.47138,                0.48644,                 0.5143,                0.31989,                 1.5257,                 1.8343,                 1.8171,              0.0086833,              0.0086833,              0.0086833
                    269,                 0.6465,                 0.5821,                 1.0071,                0.60091,                0.53417,                0.53774,                0.32251,                  1.524,                 1.8683,                 1.7528,              0.0086783,              0.0086783,              0.0086783
                    270,                0.62461,                0.55297,                0.98096,                0.42167,                0.55177,                0.43731,                 0.2413,                 1.5097,                 1.9742,                 1.7747,              0.0086734,              0.0086734,              0.0086734
                    271,                0.65471,                0.57595,                 1.0117,                0.40145,                0.57388,                0.48936,                0.27656,                 1.5833,                 1.9704,                 1.8646,              0.0086684,              0.0086684,              0.0086684
                    272,                 0.6117,                0.53618,                0.98857,                0.49521,                0.52182,                0.48665,                0.27984,                 1.5133,                 2.1404,                 1.8011,              0.0086635,              0.0086635,              0.0086635
                    273,                0.60472,                0.53221,                0.98031,                0.60977,                0.50123,                 0.5376,                0.28197,                 1.5654,                  2.019,                 1.8093,              0.0086586,              0.0086586,              0.0086586
                    274,                0.64699,                0.58632,                 1.0062,                0.49798,                0.55249,                0.51197,                0.30666,                 1.5546,                 1.9132,                 1.7979,              0.0086536,              0.0086536,              0.0086536
